run_date,disease,state,year,cumulative_notifications
2025-04-23,Measles,NSW,2025,22
2025-04-30,Measles,NSW,2025,21
2025-05-07,Measles,NSW,2025,21
2025-05-14,Measles,NSW,2025,21
2025-05-21,Measles,NSW,2025,22
2025-05-28,Measles,NSW,2025,21
2025-06-04,Measles,NSW,2025,21
2025-06-11,Measles,NSW,2025,22
2025-06-18,Measles,NSW,2025,21
2025-06-25,Measles,NSW,2025,23
2025-07-02,Measles,NSW,2025,24
2025-07-16,Measles,NSW,2025,24
2025-07-23,Measles,NSW,2025,24
2025-07-30,Measles,NSW,2025,24
2025-08-06,Measles,NSW,2025,24
2025-08-13,Measles,NSW,2025,24
2025-08-20,Measles,NSW,2025,24
2025-08-27,Measles,NSW,2025,24
2025-09-03,Measles,NSW,2025,25
2025-09-10,Measles,NSW,2025,25
2025-09-17,Measles,NSW,2025,26
2025-09-24,Measles,NSW,2025,27
2025-10-01,Measles,NSW,2025,27
2025-10-08,Measles,NSW,2025,28
2025-10-15,Measles,NSW,2025,28
2025-10-22,Measles,NSW,2025,28
2025-10-29,Measles,NSW,2025,28
2025-11-05,Measles,NSW,2025,28
2025-11-12,Measles,NSW,2025,28
2025-11-19,Measles,NSW,2025,29
2025-11-26,Measles,NSW,2025,30
2025-12-03,Measles,NSW,2025,29
2025-12-10,Measles,NSW,2025,29
2025-12-17,Measles,NSW,2025,30
2025-12-24,Measles,NSW,2025,34
2026-01-02,Measles,NSW,2026,0
2026-01-07,Measles,NSW,2026,0
2026-01-14,Measles,NSW,2026,0
2026-01-21,Measles,NSW,2026,3
2026-01-28,Measles,NSW,2026,6
2026-02-04,Measles,NSW,2026,7
2026-02-11,Measles,NSW,2026,10
2026-02-18,Measles,NSW,2026,17
2026-02-25,Measles,NSW,2026,21
2026-03-04,Measles,NSW,2026,22
2026-03-11,Measles,NSW,2026,25
2026-03-18,Measles,NSW,2026,30
2026-03-25,Measles,NSW,2026,33
2026-04-01,Measles,NSW,2026,40
2026-04-08,Measles,NSW,2026,41
2026-04-15,Measles,NSW,2026,41
2026-04-22,Measles,NSW,2026,43
2026-04-29,Measles,NSW,2026,44
2026-05-06,Measles,NSW,2026,45
2026-05-13,Measles,NSW,2026,47
2026-05-20,Measles,NSW,2026,47
2026-05-27,Measles,NSW,2026,47
2026-06-03,Measles,NSW,2026,47
2026-06-10,Measles,NSW,2026,48
2026-06-17,Measles,NSW,2026,49
2026-06-24,Measles,NSW,2026,52
2026-07-01,Measles,NSW,2026,51
2026-07-08,Measles,NSW,2026,52
2026-07-15,Measles,NSW,2026,52
2025-03-05,Measles,NT,2025,1
2025-03-12,Measles,NT,2025,1
2025-03-19,Measles,NT,2025,1
2025-03-26,Measles,NT,2025,1
2025-04-02,Measles,NT,2025,1
2025-04-09,Measles,NT,2025,1
2025-04-16,Measles,NT,2025,1
2025-04-23,Measles,NT,2025,1
2025-04-30,Measles,NT,2025,1
2025-05-07,Measles,NT,2025,1
2025-05-14,Measles,NT,2025,1
2025-05-21,Measles,NT,2025,1
2025-05-28,Measles,NT,2025,1
2025-06-04,Measles,NT,2025,1
2025-06-11,Measles,NT,2025,1
2025-06-18,Measles,NT,2025,1
2025-06-25,Measles,NT,2025,1
2025-07-02,Measles,NT,2025,1
2025-07-16,Measles,NT,2025,1
2025-07-23,Measles,NT,2025,1
2025-07-30,Measles,NT,2025,1
2025-08-06,Measles,NT,2025,1
2025-08-13,Measles,NT,2025,1
2025-08-20,Measles,NT,2025,1
2025-08-27,Measles,NT,2025,1
2025-09-03,Measles,NT,2025,1
2025-09-10,Measles,NT,2025,1
2025-09-17,Measles,NT,2025,1
2025-09-24,Measles,NT,2025,1
2025-10-01,Measles,NT,2025,1
2025-10-08,Measles,NT,2025,1
2025-10-15,Measles,NT,2025,1
2025-10-22,Measles,NT,2025,1
2025-10-29,Measles,NT,2025,1
2025-11-05,Measles,NT,2025,1
2025-11-12,Measles,NT,2025,1
2025-11-19,Measles,NT,2025,1
2025-11-26,Measles,NT,2025,1
2025-12-03,Measles,NT,2025,1
2025-12-10,Measles,NT,2025,1
2025-12-17,Measles,NT,2025,1
2025-12-24,Measles,NT,2025,1
2026-01-02,Measles,NT,2026,0
2026-01-07,Measles,NT,2026,0
2026-01-14,Measles,NT,2026,0
2026-01-21,Measles,NT,2026,0
2026-01-28,Measles,NT,2026,0
2026-02-04,Measles,NT,2026,0
2026-02-11,Measles,NT,2026,0
2026-02-18,Measles,NT,2026,0
2026-02-25,Measles,NT,2026,0
2026-03-04,Measles,NT,2026,0
2026-03-11,Measles,NT,2026,0
2026-03-18,Measles,NT,2026,0
2026-03-25,Measles,NT,2026,0
2026-04-01,Measles,NT,2026,0
2026-04-08,Measles,NT,2026,0
2026-04-15,Measles,NT,2026,0
2026-04-22,Measles,NT,2026,0
2026-04-29,Measles,NT,2026,0
2026-05-06,Measles,NT,2026,0
2026-05-13,Measles,NT,2026,0
2026-05-20,Measles,NT,2026,0
2026-05-27,Measles,NT,2026,0
2026-06-03,Measles,NT,2026,0
2026-06-10,Measles,NT,2026,0
2026-06-17,Measles,NT,2026,0
2026-06-24,Measles,NT,2026,0
2026-07-01,Measles,NT,2026,0
2026-07-08,Measles,NT,2026,0
2026-07-15,Measles,NT,2026,0
2025-03-05,Measles,National,2025,19
2025-03-12,Measles,National,2025,20
2025-03-19,Measles,National,2025,28
2025-03-26,Measles,National,2025,35
2025-04-02,Measles,National,2025,42
2025-04-09,Measles,National,2025,52
2025-04-16,Measles,National,2025,59
2025-04-23,Measles,National,2025,64
2025-04-30,Measles,National,2025,68
2025-05-07,Measles,National,2025,71
2025-05-14,Measles,National,2025,72
2025-05-21,Measles,National,2025,75
2025-05-28,Measles,National,2025,77
2025-06-04,Measles,National,2025,77
2025-06-11,Measles,National,2025,79
2025-06-18,Measles,National,2025,79
2025-06-25,Measles,National,2025,82
2025-07-02,Measles,National,2025,83
2025-07-16,Measles,National,2025,85
2025-07-23,Measles,National,2025,85
2025-07-30,Measles,National,2025,87
2025-08-06,Measles,National,2025,88
2025-08-13,Measles,National,2025,93
2025-08-20,Measles,National,2025,94
2025-08-27,Measles,National,2025,99
2025-09-03,Measles,National,2025,100
2025-09-10,Measles,National,2025,102
2025-09-17,Measles,National,2025,109
2025-09-24,Measles,National,2025,125
2025-10-01,Measles,National,2025,129
2025-10-08,Measles,National,2025,133
2025-10-15,Measles,National,2025,136
2025-10-22,Measles,National,2025,140
2025-10-29,Measles,National,2025,144
2025-11-05,Measles,National,2025,146
2025-11-12,Measles,National,2025,151
2025-11-19,Measles,National,2025,157
2025-11-26,Measles,National,2025,161
2025-12-03,Measles,National,2025,161
2025-12-10,Measles,National,2025,161
2025-12-17,Measles,National,2025,165
2025-12-24,Measles,National,2025,172
2026-01-02,Measles,National,2026,0
2026-01-07,Measles,National,2026,0
2026-01-14,Measles,National,2026,3
2026-01-21,Measles,National,2026,10
2026-01-28,Measles,National,2026,16
2026-02-04,Measles,National,2026,22
2026-02-11,Measles,National,2026,27
2026-02-18,Measles,National,2026,36
2026-02-25,Measles,National,2026,47
2026-03-04,Measles,National,2026,53
2026-03-11,Measles,National,2026,59
2026-03-18,Measles,National,2026,65
2026-03-25,Measles,National,2026,75
2026-04-01,Measles,National,2026,84
2026-04-08,Measles,National,2026,85
2026-04-15,Measles,National,2026,86
2026-04-22,Measles,National,2026,89
2026-04-29,Measles,National,2026,94
2026-05-06,Measles,National,2026,97
2026-05-13,Measles,National,2026,99
2026-05-20,Measles,National,2026,99
2026-05-27,Measles,National,2026,99
2026-06-03,Measles,National,2026,99
2026-06-10,Measles,National,2026,102
2026-06-17,Measles,National,2026,102
2026-06-24,Measles,National,2026,104
2026-07-01,Measles,National,2026,104
2026-07-08,Measles,National,2026,106
2026-07-15,Measles,National,2026,106
2025-03-05,Measles,QLD,2025,0
2025-03-12,Measles,QLD,2025,0
2025-03-19,Measles,QLD,2025,0
2025-03-26,Measles,QLD,2025,0
2025-04-02,Measles,QLD,2025,0
2025-04-09,Measles,QLD,2025,1
2025-04-16,Measles,QLD,2025,2
2025-04-23,Measles,QLD,2025,2
2025-04-30,Measles,QLD,2025,2
2025-05-07,Measles,QLD,2025,2
2025-05-14,Measles,QLD,2025,2
2025-05-21,Measles,QLD,2025,2
2025-05-28,Measles,QLD,2025,2
2025-06-04,Measles,QLD,2025,2
2025-06-11,Measles,QLD,2025,3
2025-06-18,Measles,QLD,2025,3
2025-06-25,Measles,QLD,2025,3
2025-07-02,Measles,QLD,2025,3
2025-07-16,Measles,QLD,2025,3
2025-07-23,Measles,QLD,2025,3
2025-07-30,Measles,QLD,2025,4
2025-08-06,Measles,QLD,2025,4
2025-08-13,Measles,QLD,2025,4
2025-08-20,Measles,QLD,2025,4
2025-08-27,Measles,QLD,2025,5
2025-09-03,Measles,QLD,2025,5
2025-09-10,Measles,QLD,2025,6
2025-09-17,Measles,QLD,2025,10
2025-09-24,Measles,QLD,2025,21
2025-10-01,Measles,QLD,2025,24
2025-10-08,Measles,QLD,2025,21
2025-10-15,Measles,QLD,2025,21
2025-10-22,Measles,QLD,2025,23
2025-10-29,Measles,QLD,2025,24
2025-11-05,Measles,QLD,2025,25
2025-11-12,Measles,QLD,2025,28
2025-11-19,Measles,QLD,2025,32
2025-11-26,Measles,QLD,2025,34
2025-12-03,Measles,QLD,2025,34
2025-12-10,Measles,QLD,2025,33
2025-12-17,Measles,QLD,2025,33
2025-12-24,Measles,QLD,2025,33
2026-01-02,Measles,QLD,2026,0
2026-01-07,Measles,QLD,2026,0
2026-01-14,Measles,QLD,2026,2
2026-01-21,Measles,QLD,2026,5
2026-01-28,Measles,QLD,2026,7
2026-02-04,Measles,QLD,2026,8
2026-02-11,Measles,QLD,2026,8
2026-02-18,Measles,QLD,2026,9
2026-02-25,Measles,QLD,2026,9
2026-03-04,Measles,QLD,2026,11
2026-03-11,Measles,QLD,2026,11
2026-03-18,Measles,QLD,2026,11
2026-03-25,Measles,QLD,2026,13
2026-04-01,Measles,QLD,2026,15
2026-04-08,Measles,QLD,2026,15
2026-04-15,Measles,QLD,2026,15
2026-04-22,Measles,QLD,2026,16
2026-04-29,Measles,QLD,2026,16
2026-05-06,Measles,QLD,2026,16
2026-05-13,Measles,QLD,2026,16
2026-05-20,Measles,QLD,2026,16
2026-05-27,Measles,QLD,2026,16
2026-06-03,Measles,QLD,2026,16
2026-06-10,Measles,QLD,2026,18
2026-06-17,Measles,QLD,2026,17
2026-06-24,Measles,QLD,2026,17
2026-07-01,Measles,QLD,2026,17
2026-07-08,Measles,QLD,2026,17
2026-07-15,Measles,QLD,2026,17
2025-03-05,Measles,SA,2025,1
2025-03-12,Measles,SA,2025,1
2025-03-19,Measles,SA,2025,1
2025-03-26,Measles,SA,2025,1
2025-04-02,Measles,SA,2025,3
2025-04-09,Measles,SA,2025,3
2025-04-16,Measles,SA,2025,3
2025-04-23,Measles,SA,2025,3
2025-04-30,Measles,SA,2025,3
2025-05-07,Measles,SA,2025,3
2025-05-14,Measles,SA,2025,3
2025-05-21,Measles,SA,2025,3
2025-05-28,Measles,SA,2025,3
2025-06-04,Measles,SA,2025,3
2025-06-11,Measles,SA,2025,3
2025-06-18,Measles,SA,2025,3
2025-06-25,Measles,SA,2025,3
2025-07-02,Measles,SA,2025,3
2025-07-16,Measles,SA,2025,3
2025-07-23,Measles,SA,2025,3
2025-07-30,Measles,SA,2025,3
2025-08-06,Measles,SA,2025,3
2025-08-13,Measles,SA,2025,4
2025-08-20,Measles,SA,2025,4
2025-08-27,Measles,SA,2025,4
2025-09-03,Measles,SA,2025,4
2025-09-10,Measles,SA,2025,4
2025-09-17,Measles,SA,2025,4
2025-09-24,Measles,SA,2025,4
2025-10-01,Measles,SA,2025,4
2025-10-08,Measles,SA,2025,4
2025-10-15,Measles,SA,2025,4
2025-10-22,Measles,SA,2025,4
2025-10-29,Measles,SA,2025,4
2025-11-05,Measles,SA,2025,5
2025-11-12,Measles,SA,2025,5
2025-11-19,Measles,SA,2025,6
2025-11-26,Measles,SA,2025,6
2025-12-03,Measles,SA,2025,7
2025-12-10,Measles,SA,2025,7
2025-12-17,Measles,SA,2025,7
2025-12-24,Measles,SA,2025,7
2026-01-02,Measles,SA,2026,0
2026-01-07,Measles,SA,2026,0
2026-01-14,Measles,SA,2026,0
2026-01-21,Measles,SA,2026,0
2026-01-28,Measles,SA,2026,0
2026-02-04,Measles,SA,2026,1
2026-02-11,Measles,SA,2026,2
2026-02-18,Measles,SA,2026,3
2026-02-25,Measles,SA,2026,3
2026-03-04,Measles,SA,2026,3
2026-03-11,Measles,SA,2026,3
2026-03-18,Measles,SA,2026,3
2026-03-25,Measles,SA,2026,3
2026-04-01,Measles,SA,2026,3
2026-04-08,Measles,SA,2026,3
2026-04-15,Measles,SA,2026,3
2026-04-22,Measles,SA,2026,3
2026-04-29,Measles,SA,2026,3
2026-05-06,Measles,SA,2026,3
2026-05-13,Measles,SA,2026,3
2026-05-20,Measles,SA,2026,3
2026-05-27,Measles,SA,2026,3
2026-06-03,Measles,SA,2026,3
2026-06-10,Measles,SA,2026,3
2026-06-17,Measles,SA,2026,3
2026-06-24,Measles,SA,2026,3
2026-07-01,Measles,SA,2026,3
2026-07-08,Measles,SA,2026,3
2026-07-15,Measles,SA,2026,3
2025-03-05,Measles,TAS,2025,0
2025-03-12,Measles,TAS,2025,0
2025-03-19,Measles,TAS,2025,0
2025-03-26,Measles,TAS,2025,0
2025-04-02,Measles,TAS,2025,0
2025-04-09,Measles,TAS,2025,0
2025-04-16,Measles,TAS,2025,0
2025-04-23,Measles,TAS,2025,0
2025-04-30,Measles,TAS,2025,0
2025-05-07,Measles,TAS,2025,0
2025-05-14,Measles,TAS,2025,0
2025-05-21,Measles,TAS,2025,0
2025-05-28,Measles,TAS,2025,0
2025-06-04,Measles,TAS,2025,0
2025-06-11,Measles,TAS,2025,0
2025-06-18,Measles,TAS,2025,0
2025-06-25,Measles,TAS,2025,0
2025-07-02,Measles,TAS,2025,0
2025-07-16,Measles,TAS,2025,0
2025-07-23,Measles,TAS,2025,0
2025-07-30,Measles,TAS,2025,0
2025-08-06,Measles,TAS,2025,0
2025-08-13,Measles,TAS,2025,0
2025-08-20,Measles,TAS,2025,0
2025-08-27,Measles,TAS,2025,0
2025-09-03,Measles,TAS,2025,0
2025-09-10,Measles,TAS,2025,0
2025-09-17,Measles,TAS,2025,0
2025-09-24,Measles,TAS,2025,0
2025-10-01,Measles,TAS,2025,0
2025-10-08,Measles,TAS,2025,0
2025-10-15,Measles,TAS,2025,0
2025-10-22,Measles,TAS,2025,0
2025-10-29,Measles,TAS,2025,0
2025-11-05,Measles,TAS,2025,0
2025-11-12,Measles,TAS,2025,0
2025-11-19,Measles,TAS,2025,0
2025-11-26,Measles,TAS,2025,1
2025-12-03,Measles,TAS,2025,1
2025-12-10,Measles,TAS,2025,1
2025-12-17,Measles,TAS,2025,2
2025-12-24,Measles,TAS,2025,2
2026-01-02,Measles,TAS,2026,0
2026-01-07,Measles,TAS,2026,0
2026-01-14,Measles,TAS,2026,0
2026-01-21,Measles,TAS,2026,0
2026-01-28,Measles,TAS,2026,0
2026-02-04,Measles,TAS,2026,0
2026-02-11,Measles,TAS,2026,0
2026-02-18,Measles,TAS,2026,0
2026-02-25,Measles,TAS,2026,0
2026-03-04,Measles,TAS,2026,0
2026-03-11,Measles,TAS,2026,0
2026-03-18,Measles,TAS,2026,0
2026-03-25,Measles,TAS,2026,0
2026-04-01,Measles,TAS,2026,0
2026-04-08,Measles,TAS,2026,0
2026-04-15,Measles,TAS,2026,0
2026-04-22,Measles,TAS,2026,0
2026-04-29,Measles,TAS,2026,0
2026-05-06,Measles,TAS,2026,0
2026-05-13,Measles,TAS,2026,0
2026-05-20,Measles,TAS,2026,0
2026-05-27,Measles,TAS,2026,0
2026-06-03,Measles,TAS,2026,0
2026-06-10,Measles,TAS,2026,0
2026-06-17,Measles,TAS,2026,0
2026-06-24,Measles,TAS,2026,0
2026-07-01,Measles,TAS,2026,0
2026-07-08,Measles,TAS,2026,0
2026-07-15,Measles,TAS,2026,0
2025-03-05,Measles,VIC,2025,7
2025-03-12,Measles,VIC,2025,7
2025-03-19,Measles,VIC,2025,12
2025-03-26,Measles,VIC,2025,13
2025-04-02,Measles,VIC,2025,13
2025-04-09,Measles,VIC,2025,14
2025-04-16,Measles,VIC,2025,18
2025-04-23,Measles,VIC,2025,20
2025-04-30,Measles,VIC,2025,24
2025-05-07,Measles,VIC,2025,26
2025-05-14,Measles,VIC,2025,27
2025-05-21,Measles,VIC,2025,28
2025-05-28,Measles,VIC,2025,31
2025-06-04,Measles,VIC,2025,31
2025-06-11,Measles,VIC,2025,31
2025-06-18,Measles,VIC,2025,32
2025-06-25,Measles,VIC,2025,32
2025-07-02,Measles,VIC,2025,32
2025-07-16,Measles,VIC,2025,32
2025-07-23,Measles,VIC,2025,32
2025-07-30,Measles,VIC,2025,32
2025-08-06,Measles,VIC,2025,32
2025-08-13,Measles,VIC,2025,32
2025-08-20,Measles,VIC,2025,32
2025-08-27,Measles,VIC,2025,32
2025-09-03,Measles,VIC,2025,32
2025-09-10,Measles,VIC,2025,33
2025-09-17,Measles,VIC,2025,34
2025-09-24,Measles,VIC,2025,34
2025-10-01,Measles,VIC,2025,34
2025-10-08,Measles,VIC,2025,34
2025-10-15,Measles,VIC,2025,34
2025-10-22,Measles,VIC,2025,34
2025-10-29,Measles,VIC,2025,35
2025-11-05,Measles,VIC,2025,35
2025-11-12,Measles,VIC,2025,35
2025-11-19,Measles,VIC,2025,35
2025-11-26,Measles,VIC,2025,35
2025-12-03,Measles,VIC,2025,35
2025-12-10,Measles,VIC,2025,35
2025-12-17,Measles,VIC,2025,35
2025-12-24,Measles,VIC,2025,36
2026-01-02,Measles,VIC,2026,0
2026-01-07,Measles,VIC,2026,0
2026-01-14,Measles,VIC,2026,1
2026-01-21,Measles,VIC,2026,2
2026-01-28,Measles,VIC,2026,2
2026-02-04,Measles,VIC,2026,5
2026-02-11,Measles,VIC,2026,6
2026-02-18,Measles,VIC,2026,8
2026-02-25,Measles,VIC,2026,14
2026-03-04,Measles,VIC,2026,17
2026-03-11,Measles,VIC,2026,20
2026-03-18,Measles,VIC,2026,21
2026-03-25,Measles,VIC,2026,22
2026-04-01,Measles,VIC,2026,22
2026-04-08,Measles,VIC,2026,22
2026-04-15,Measles,VIC,2026,23
2026-04-22,Measles,VIC,2026,23
2026-04-29,Measles,VIC,2026,27
2026-05-06,Measles,VIC,2026,29
2026-05-13,Measles,VIC,2026,29
2026-05-20,Measles,VIC,2026,29
2026-05-27,Measles,VIC,2026,29
2026-06-03,Measles,VIC,2026,29
2026-06-10,Measles,VIC,2026,29
2026-06-17,Measles,VIC,2026,29
2026-06-24,Measles,VIC,2026,29
2026-07-01,Measles,VIC,2026,29
2026-07-08,Measles,VIC,2026,30
2026-07-15,Measles,VIC,2026,30
2025-03-05,Measles,WA,2025,1
2025-03-12,Measles,WA,2025,1
2025-03-19,Measles,WA,2025,1
2025-03-26,Measles,WA,2025,3
2025-04-02,Measles,WA,2025,8
2025-04-09,Measles,WA,2025,13
2025-04-16,Measles,WA,2025,15
2025-04-23,Measles,WA,2025,16
2025-04-30,Measles,WA,2025,17
2025-05-07,Measles,WA,2025,18
2025-05-14,Measles,WA,2025,18
2025-05-21,Measles,WA,2025,19
2025-05-28,Measles,WA,2025,19
2025-06-04,Measles,WA,2025,19
2025-06-11,Measles,WA,2025,19
2025-06-18,Measles,WA,2025,19
2025-06-25,Measles,WA,2025,20
2025-07-02,Measles,WA,2025,20
2025-07-16,Measles,WA,2025,22
2025-07-23,Measles,WA,2025,22
2025-07-30,Measles,WA,2025,23
2025-08-06,Measles,WA,2025,24
2025-08-13,Measles,WA,2025,28
2025-08-20,Measles,WA,2025,29
2025-08-27,Measles,WA,2025,33
2025-09-03,Measles,WA,2025,33
2025-09-10,Measles,WA,2025,33
2025-09-17,Measles,WA,2025,34
2025-09-24,Measles,WA,2025,38
2025-10-01,Measles,WA,2025,39
2025-10-08,Measles,WA,2025,45
2025-10-15,Measles,WA,2025,48
2025-10-22,Measles,WA,2025,50
2025-10-29,Measles,WA,2025,52
2025-11-05,Measles,WA,2025,52
2025-11-12,Measles,WA,2025,54
2025-11-19,Measles,WA,2025,54
2025-11-26,Measles,WA,2025,54
2025-12-03,Measles,WA,2025,54
2025-12-10,Measles,WA,2025,55
2025-12-17,Measles,WA,2025,57
2025-12-24,Measles,WA,2025,59
2026-01-02,Measles,WA,2026,0
2026-01-07,Measles,WA,2026,0
2026-01-14,Measles,WA,2026,0
2026-01-21,Measles,WA,2026,0
2026-01-28,Measles,WA,2026,1
2026-02-04,Measles,WA,2026,1
2026-02-11,Measles,WA,2026,1
2026-02-18,Measles,WA,2026,3
2026-02-25,Measles,WA,2026,3
2026-03-04,Measles,WA,2026,3
2026-03-11,Measles,WA,2026,3
2026-03-18,Measles,WA,2026,3
2026-03-25,Measles,WA,2026,5
2026-04-01,Measles,WA,2026,5
2026-04-08,Measles,WA,2026,5
2026-04-15,Measles,WA,2026,5
2026-04-22,Measles,WA,2026,5
2026-04-29,Measles,WA,2026,5
2026-05-06,Measles,WA,2026,5
2026-05-13,Measles,WA,2026,5
2026-05-20,Measles,WA,2026,5
2026-05-27,Measles,WA,2026,5
2026-06-03,Measles,WA,2026,5
2026-06-10,Measles,WA,2026,5
2026-06-17,Measles,WA,2026,5
2026-06-24,Measles,WA,2026,5
2026-07-01,Measles,WA,2026,5
2026-07-08,Measles,WA,2026,5
2026-07-15,Measles,WA,2026,5
2024-11-13,RSV,ACT,2024,2676
2024-11-20,RSV,ACT,2024,2679
2024-11-27,RSV,ACT,2024,2687
2024-12-04,RSV,ACT,2024,2694
2024-12-11,RSV,ACT,2024,2704
2024-12-18,RSV,ACT,2024,2711
2024-12-25,RSV,ACT,2024,2721
2025-01-01,RSV,ACT,2025,1
2025-01-02,RSV,ACT,2025,1
2025-01-08,RSV,ACT,2025,5
2025-01-15,RSV,ACT,2025,15
2025-01-22,RSV,ACT,2025,30
2025-01-29,RSV,ACT,2025,37
2025-02-05,RSV,ACT,2025,54
2025-02-12,RSV,ACT,2025,78
2025-02-13,RSV,ACT,2025,78
2025-02-19,RSV,ACT,2025,92
2025-02-26,RSV,ACT,2025,103
2025-03-05,RSV,ACT,2025,126
2025-03-12,RSV,ACT,2025,154
2025-03-19,RSV,ACT,2025,178
2025-03-26,RSV,ACT,2025,208
2025-04-02,RSV,ACT,2025,230
2025-04-09,RSV,ACT,2025,252
2025-04-16,RSV,ACT,2025,271
2025-04-23,RSV,ACT,2025,307
2025-04-30,RSV,ACT,2025,338
2025-05-07,RSV,ACT,2025,377
2025-05-14,RSV,ACT,2025,426
2025-05-21,RSV,ACT,2025,492
2025-05-28,RSV,ACT,2025,591
2025-06-04,RSV,ACT,2025,695
2025-06-11,RSV,ACT,2025,805
2025-06-18,RSV,ACT,2025,944
2025-06-25,RSV,ACT,2025,1092
2025-07-02,RSV,ACT,2025,1291
2025-07-09,RSV,ACT,2025,1481
2025-07-16,RSV,ACT,2025,1686
2025-07-23,RSV,ACT,2025,1851
2025-07-30,RSV,ACT,2025,1947
2025-08-06,RSV,ACT,2025,2110
2025-08-13,RSV,ACT,2025,2250
2025-08-20,RSV,ACT,2025,2373
2025-08-27,RSV,ACT,2025,2494
2025-09-03,RSV,ACT,2025,2584
2025-09-10,RSV,ACT,2025,2647
2025-09-17,RSV,ACT,2025,2705
2025-09-24,RSV,ACT,2025,2753
2025-10-01,RSV,ACT,2025,2796
2025-10-08,RSV,ACT,2025,2810
2025-10-15,RSV,ACT,2025,2840
2025-10-22,RSV,ACT,2025,2863
2025-10-29,RSV,ACT,2025,2883
2025-11-05,RSV,ACT,2025,2910
2025-11-12,RSV,ACT,2025,2920
2025-11-19,RSV,ACT,2025,2935
2025-11-26,RSV,ACT,2025,2947
2025-12-03,RSV,ACT,2025,2957
2025-12-10,RSV,ACT,2025,2964
2025-12-17,RSV,ACT,2025,2974
2025-12-24,RSV,ACT,2025,2979
2025-12-31,RSV,ACT,2025,2989
2026-01-01,RSV,ACT,2026,0
2026-01-02,RSV,ACT,2026,0
2026-01-07,RSV,ACT,2026,6
2026-01-14,RSV,ACT,2026,11
2026-01-21,RSV,ACT,2026,22
2026-01-28,RSV,ACT,2026,32
2026-02-04,RSV,ACT,2026,40
2026-02-11,RSV,ACT,2026,46
2026-02-18,RSV,ACT,2026,57
2026-02-25,RSV,ACT,2026,70
2026-03-04,RSV,ACT,2026,79
2026-03-11,RSV,ACT,2026,90
2026-03-18,RSV,ACT,2026,99
2026-03-25,RSV,ACT,2026,114
2026-04-01,RSV,ACT,2026,133
2026-04-08,RSV,ACT,2026,152
2026-04-15,RSV,ACT,2026,167
2026-04-22,RSV,ACT,2026,195
2026-04-29,RSV,ACT,2026,219
2026-05-06,RSV,ACT,2026,248
2026-05-13,RSV,ACT,2026,298
2026-05-20,RSV,ACT,2026,348
2026-05-27,RSV,ACT,2026,389
2026-06-03,RSV,ACT,2026,466
2026-06-10,RSV,ACT,2026,500
2026-06-17,RSV,ACT,2026,580
2026-06-24,RSV,ACT,2026,659
2026-07-01,RSV,ACT,2026,773
2026-07-08,RSV,ACT,2026,850
2026-07-15,RSV,ACT,2026,993
2024-11-20,RSV,NSW,2024,70709
2024-11-27,RSV,NSW,2024,71130
2024-12-04,RSV,NSW,2024,71539
2024-12-11,RSV,NSW,2024,72011
2024-12-18,RSV,NSW,2024,72553
2024-12-25,RSV,NSW,2024,73056
2025-01-02,RSV,NSW,2025,8
2025-01-08,RSV,NSW,2025,335
2025-01-15,RSV,NSW,2025,735
2025-01-22,RSV,NSW,2025,1180
2025-01-29,RSV,NSW,2025,1673
2025-02-05,RSV,NSW,2025,2301
2025-02-13,RSV,NSW,2025,3069
2025-02-19,RSV,NSW,2025,3579
2025-02-26,RSV,NSW,2025,4736
2025-03-05,RSV,NSW,2025,5856
2025-03-12,RSV,NSW,2025,7077
2025-03-19,RSV,NSW,2025,8697
2025-03-26,RSV,NSW,2025,10541
2025-04-02,RSV,NSW,2025,12613
2025-04-09,RSV,NSW,2025,15037
2025-04-16,RSV,NSW,2025,17463
2025-04-23,RSV,NSW,2025,19272
2025-04-30,RSV,NSW,2025,21315
2025-05-07,RSV,NSW,2025,23352
2025-05-14,RSV,NSW,2025,25836
2025-05-21,RSV,NSW,2025,28625
2025-06-04,RSV,NSW,2025,34977
2025-06-11,RSV,NSW,2025,37716
2025-06-18,RSV,NSW,2025,40662
2025-06-25,RSV,NSW,2025,43449
2025-07-02,RSV,NSW,2025,46047
2025-07-09,RSV,NSW,2025,48487
2025-07-16,RSV,NSW,2025,50667
2025-07-23,RSV,NSW,2025,52583
2025-07-30,RSV,NSW,2025,54309
2025-08-06,RSV,NSW,2025,55859
2025-08-13,RSV,NSW,2025,57381
2025-08-20,RSV,NSW,2025,58973
2025-08-27,RSV,NSW,2025,60454
2025-09-03,RSV,NSW,2025,61973
2025-09-10,RSV,NSW,2025,63190
2025-09-17,RSV,NSW,2025,64200
2025-09-24,RSV,NSW,2025,65155
2025-10-01,RSV,NSW,2025,65914
2025-10-15,RSV,NSW,2025,66978
2025-10-22,RSV,NSW,2025,67462
2025-10-29,RSV,NSW,2025,67914
2025-11-05,RSV,NSW,2025,68315
2025-11-12,RSV,NSW,2025,68759
2025-11-19,RSV,NSW,2025,69176
2025-11-26,RSV,NSW,2025,69573
2025-12-03,RSV,NSW,2025,69981
2025-12-10,RSV,NSW,2025,70331
2025-12-17,RSV,NSW,2025,70711
2025-12-24,RSV,NSW,2025,71105
2026-01-02,RSV,NSW,2026,0
2026-01-07,RSV,NSW,2026,231
2026-01-14,RSV,NSW,2026,603
